pathway	gene1	gene2
Apoptosis Signaling	FGF19	NEK2
Apoptosis Signaling	FGF19	PAK1
Apoptosis Signaling	FGF19	PAK2
Apoptosis Signaling	FGF19	PAK3
Apoptosis Signaling	FGF19	PCTK3
Apoptosis Signaling	FGF19	PIM1
Apoptosis Signaling	FGF19	PLK1
Apoptosis Signaling	FGF19	PRKAA1
Apoptosis Signaling	FGF19	PRKAA2
Apoptosis Signaling	FGF19	PRKCD
Apoptosis Signaling	FGF19	PRKCE
Apoptosis Signaling	FGF19	PRKCH
Apoptosis Signaling	FGF19	PKN1
Apoptosis Signaling	FGF19	PRKCQ
Apoptosis Signaling	FGF19	MAPK1
Apoptosis Signaling	FGF19	MAPK3
Apoptosis Signaling	FGF19	MAPK6
Apoptosis Signaling	FGF19	MAPK7
Apoptosis Signaling	FGF19	MAPK8
Apoptosis Signaling	FGF19	MAPK9
Apoptosis Signaling	FGF19	MAP2K1
Apoptosis Signaling	FGF19	MAP2K2
Apoptosis Signaling	FGF19	MAP2K3
Apoptosis Signaling	FGF19	MAP2K6
Apoptosis Signaling	FGF19	EIF2AK2
Apoptosis Signaling	FGF19	PRKX
Apoptosis Signaling	FGF19	PAK7
Apoptosis Signaling	FGF19	MAP2K4
Apoptosis Signaling	FGF19	SGK1
Apoptosis Signaling	FGF19	BRAF
Apoptosis Signaling	FGF19	TTK
Apoptosis Signaling	FGF19	PRPF4B
Apoptosis Signaling	FGF19	MAP3K6
Apoptosis Signaling	FGF19	ACVR2A
Apoptosis Signaling	FGF19	CDC2
Axonal Guidance Signaling	AKT3	ITGA1
Axonal Guidance Signaling	AKT3	ITGA2
Axonal Guidance Signaling	AKT3	ITGA3
Axonal Guidance Signaling	AKT3	ITGB1
Axonal Guidance Signaling	AKT3	ITGB2
Axonal Guidance Signaling	ADAM8	DCC
Axonal Guidance Signaling	PLXNC1	SEMA7A
Axonal Guidance Signaling	CDK2	PIK3R5
Axonal Guidance Signaling	CDK2	PIK3C2A
Axonal Guidance Signaling	CDK2	PIK3C2B
Axonal Guidance Signaling	CDK2	PIK3C2G
Axonal Guidance Signaling	CDK2	PIK3C3
Axonal Guidance Signaling	CDK2	PIK3CA
Axonal Guidance Signaling	CDK2	PIK3CB
Axonal Guidance Signaling	CDK2	PIK3CD
Axonal Guidance Signaling	CDK2	PIK3CG
Axonal Guidance Signaling	CDK2	PIK3R1
Axonal Guidance Signaling	CDK2	PIK3R2
Axonal Guidance Signaling	CDK2	SHC1
Axonal Guidance Signaling	CDK2	PIK3R3
Axonal Guidance Signaling	CDK4	PIK3R5
Axonal Guidance Signaling	CDK4	PIK3C2A
Axonal Guidance Signaling	CDK4	PIK3C2B
Axonal Guidance Signaling	CDK4	PIK3C2G
Axonal Guidance Signaling	CDK4	PIK3C3
Axonal Guidance Signaling	CDK4	PIK3CA
Axonal Guidance Signaling	CDK4	PIK3CB
Axonal Guidance Signaling	CDK4	PIK3CD
Axonal Guidance Signaling	CDK4	PIK3CG
Axonal Guidance Signaling	CDK4	PIK3R1
Axonal Guidance Signaling	CDK4	PIK3R2
Axonal Guidance Signaling	CDK4	SHC1
Axonal Guidance Signaling	CDK4	PIK3R3
Axonal Guidance Signaling	ADAM10	DCC
Axonal Guidance Signaling	CDK5	PAK4
Axonal Guidance Signaling	CDK5	DPYSL2
Axonal Guidance Signaling	CDK5	PIK3R5
Axonal Guidance Signaling	CDK5	PAK1
Axonal Guidance Signaling	CDK5	PAK2
Axonal Guidance Signaling	CDK5	PAK3
Axonal Guidance Signaling	CDK5	PIK3C2A
Axonal Guidance Signaling	CDK5	PIK3C2B
Axonal Guidance Signaling	CDK5	PIK3C2G
Axonal Guidance Signaling	CDK5	PIK3C3
Axonal Guidance Signaling	CDK5	PIK3CA
Axonal Guidance Signaling	CDK5	PIK3CB
Axonal Guidance Signaling	CDK5	PIK3CD
Axonal Guidance Signaling	CDK5	PIK3CG
Axonal Guidance Signaling	CDK5	PIK3R1
Axonal Guidance Signaling	CDK5	PIK3R2
Axonal Guidance Signaling	CDK5	PAK6
Axonal Guidance Signaling	CDK5	PAK7
Axonal Guidance Signaling	CDK5	SHC1
Axonal Guidance Signaling	CDK5	PIK3R3
Axonal Guidance Signaling	CDK6	PIK3R5
Axonal Guidance Signaling	CDK6	PIK3C2A
Axonal Guidance Signaling	CDK6	PIK3C2B
Axonal Guidance Signaling	CDK6	PIK3C2G
Axonal Guidance Signaling	CDK6	PIK3C3
Axonal Guidance Signaling	CDK6	PIK3CA
Axonal Guidance Signaling	CDK6	PIK3CB
Axonal Guidance Signaling	CDK6	PIK3CD
Axonal Guidance Signaling	CDK6	PIK3CG
Axonal Guidance Signaling	CDK6	PIK3R1
Axonal Guidance Signaling	CDK6	PIK3R2
Axonal Guidance Signaling	CDK6	SHC1
Axonal Guidance Signaling	CDK6	PIK3R3
Axonal Guidance Signaling	CDK7	PIK3R5
Axonal Guidance Signaling	CDK7	PIK3C2A
Axonal Guidance Signaling	CDK7	PIK3C2B
Axonal Guidance Signaling	CDK7	PIK3C2G
Axonal Guidance Signaling	CDK7	PIK3C3
Axonal Guidance Signaling	CDK7	PIK3CA
Axonal Guidance Signaling	CDK7	PIK3CB
Axonal Guidance Signaling	CDK7	PIK3CD
Axonal Guidance Signaling	CDK7	PIK3CG
Axonal Guidance Signaling	CDK7	PIK3R1
Axonal Guidance Signaling	CDK7	PIK3R2
Axonal Guidance Signaling	CDK7	SHC1
Axonal Guidance Signaling	CDK7	PIK3R3
Axonal Guidance Signaling	CDK8	PIK3R5
Axonal Guidance Signaling	CDK8	PIK3C2A
Axonal Guidance Signaling	CDK8	PIK3C2B
Axonal Guidance Signaling	CDK8	PIK3C2G
Axonal Guidance Signaling	CDK8	PIK3C3
Axonal Guidance Signaling	CDK8	PIK3CA
Axonal Guidance Signaling	CDK8	PIK3CB
Axonal Guidance Signaling	CDK8	PIK3CD
Axonal Guidance Signaling	CDK8	PIK3CG
Axonal Guidance Signaling	CDK8	PIK3R1
Axonal Guidance Signaling	CDK8	PIK3R2
Axonal Guidance Signaling	CDK8	SHC1
Axonal Guidance Signaling	CDK8	PIK3R3
Axonal Guidance Signaling	PAK4	LIMK1
Axonal Guidance Signaling	PAK4	LIMK2
Axonal Guidance Signaling	SEMA4F	PLXNB2
Axonal Guidance Signaling	SEMA4F	PLXNB1
Axonal Guidance Signaling	SEMA4F	PLXNB3
Axonal Guidance Signaling	SEMA4E	PLXNB2
Axonal Guidance Signaling	SEMA4E	PLXNB1
Axonal Guidance Signaling	SEMA4E	PLXNB3
Axonal Guidance Signaling	SEMA4D	PLXNB2
Axonal Guidance Signaling	SEMA4D	PLXNB1
Axonal Guidance Signaling	SEMA4D	PLXNB3
Axonal Guidance Signaling	SEMA4B	PLXNB2
Axonal Guidance Signaling	SEMA4B	PLXNB1
Axonal Guidance Signaling	SEMA4B	PLXNB3
Axonal Guidance Signaling	ADAM28	DCC
Axonal Guidance Signaling	ADAM30	DCC
Axonal Guidance Signaling	ADAM29	DCC
Axonal Guidance Signaling	CHP	NFAT5
Axonal Guidance Signaling	CHP	NFATC1
Axonal Guidance Signaling	CHP	NFATC2
Axonal Guidance Signaling	CHP	NFATC3
Axonal Guidance Signaling	CHP	NFATC4
Axonal Guidance Signaling	MAP3K8	PIK3R5
Axonal Guidance Signaling	MAP3K8	PIK3C2A
Axonal Guidance Signaling	MAP3K8	PIK3C2B
Axonal Guidance Signaling	MAP3K8	PIK3C2G
Axonal Guidance Signaling	MAP3K8	PIK3C3
Axonal Guidance Signaling	MAP3K8	PIK3CA
Axonal Guidance Signaling	MAP3K8	PIK3CB
Axonal Guidance Signaling	MAP3K8	PIK3CD
Axonal Guidance Signaling	MAP3K8	PIK3CG
Axonal Guidance Signaling	MAP3K8	PIK3R1
Axonal Guidance Signaling	MAP3K8	PIK3R2
Axonal Guidance Signaling	MAP3K8	SHC1
Axonal Guidance Signaling	MAP3K8	PIK3R3
Axonal Guidance Signaling	CRK	DOCK1
Axonal Guidance Signaling	CRKL	DOCK1
Axonal Guidance Signaling	CSNK1A1	PIK3R5
Axonal Guidance Signaling	CSNK1A1	PIK3C2A
Axonal Guidance Signaling	CSNK1A1	PIK3C2B
Axonal Guidance Signaling	CSNK1A1	PIK3C2G
Axonal Guidance Signaling	CSNK1A1	PIK3C3
Axonal Guidance Signaling	CSNK1A1	PIK3CA
Axonal Guidance Signaling	CSNK1A1	PIK3CB
Axonal Guidance Signaling	CSNK1A1	PIK3CD
Axonal Guidance Signaling	CSNK1A1	PIK3CG
Axonal Guidance Signaling	CSNK1A1	PIK3R1
Axonal Guidance Signaling	CSNK1A1	PIK3R2
Axonal Guidance Signaling	CSNK1A1	SHC1
Axonal Guidance Signaling	CSNK1A1	PIK3R3
Axonal Guidance Signaling	CSNK1D	PIK3R5
Axonal Guidance Signaling	CSNK1D	PIK3C2A
Axonal Guidance Signaling	CSNK1D	PIK3C2B
Axonal Guidance Signaling	CSNK1D	PIK3C2G
Axonal Guidance Signaling	CSNK1D	PIK3C3
Axonal Guidance Signaling	CSNK1D	PIK3CA
Axonal Guidance Signaling	CSNK1D	PIK3CB
Axonal Guidance Signaling	CSNK1D	PIK3CD
Axonal Guidance Signaling	CSNK1D	PIK3CG
Axonal Guidance Signaling	CSNK1D	PIK3R1
Axonal Guidance Signaling	CSNK1D	PIK3R2
Axonal Guidance Signaling	CSNK1D	SHC1
Axonal Guidance Signaling	CSNK1D	PIK3R3
Axonal Guidance Signaling	DAPK1	PIK3R5
Axonal Guidance Signaling	DAPK1	PIK3C2A
Axonal Guidance Signaling	DAPK1	PIK3C2B
Axonal Guidance Signaling	DAPK1	PIK3C2G
Axonal Guidance Signaling	DAPK1	PIK3C3
Axonal Guidance Signaling	DAPK1	PIK3CA
Axonal Guidance Signaling	DAPK1	PIK3CB
Axonal Guidance Signaling	DAPK1	PIK3CD
Axonal Guidance Signaling	DAPK1	PIK3CG
Axonal Guidance Signaling	DAPK1	PIK3R1
Axonal Guidance Signaling	DAPK1	PIK3R2
Axonal Guidance Signaling	DAPK1	SHC1
Axonal Guidance Signaling	DAPK1	PIK3R3
Axonal Guidance Signaling	DCC	RHOA
Axonal Guidance Signaling	DCC	NCK1
Axonal Guidance Signaling	DCC	MAPK1
Axonal Guidance Signaling	DCC	MAPK3
Axonal Guidance Signaling	DMPK	PIK3R5
Axonal Guidance Signaling	DMPK	PIK3C2A
Axonal Guidance Signaling	DMPK	PIK3C2B
Axonal Guidance Signaling	DMPK	PIK3C2G
Axonal Guidance Signaling	DMPK	PIK3C3
Axonal Guidance Signaling	DMPK	PIK3CA
Axonal Guidance Signaling	DMPK	PIK3CB
Axonal Guidance Signaling	DMPK	PIK3CD
Axonal Guidance Signaling	DMPK	PIK3CG
Axonal Guidance Signaling	DMPK	PIK3R1
Axonal Guidance Signaling	DMPK	PIK3R2
Axonal Guidance Signaling	DMPK	SHC1
Axonal Guidance Signaling	DMPK	PIK3R3
Axonal Guidance Signaling	DYRK1A	PIK3R5
Axonal Guidance Signaling	DYRK1A	PIK3C2A
Axonal Guidance Signaling	DYRK1A	PIK3C2B
Axonal Guidance Signaling	DYRK1A	PIK3C2G
Axonal Guidance Signaling	DYRK1A	PIK3C3
Axonal Guidance Signaling	DYRK1A	PIK3CA
Axonal Guidance Signaling	DYRK1A	PIK3CB
Axonal Guidance Signaling	DYRK1A	PIK3CD
Axonal Guidance Signaling	DYRK1A	PIK3CG
Axonal Guidance Signaling	DYRK1A	PIK3R1
Axonal Guidance Signaling	DYRK1A	PIK3R2
Axonal Guidance Signaling	DYRK1A	SHC1
Axonal Guidance Signaling	DYRK1A	PIK3R3
Axonal Guidance Signaling	EFNB1	RASA1
Axonal Guidance Signaling	EFNB1	SDC2
Axonal Guidance Signaling	EFNB1	ITSN1
Axonal Guidance Signaling	EFNB1	SHC1
Axonal Guidance Signaling	EFNB1	NCK2
Axonal Guidance Signaling	EFNB1	KALRN
Axonal Guidance Signaling	EFNB2	RASA1
Axonal Guidance Signaling	EFNB2	SDC2
Axonal Guidance Signaling	EFNB2	ITSN1
Axonal Guidance Signaling	EFNB2	SHC1
Axonal Guidance Signaling	EFNB2	NCK2
Axonal Guidance Signaling	EFNB2	KALRN
Axonal Guidance Signaling	EFNB3	NCK2
Axonal Guidance Signaling	EGF	CDK2
Axonal Guidance Signaling	EGF	CDK4
Axonal Guidance Signaling	EGF	CDK5
Axonal Guidance Signaling	EGF	CDK6
Axonal Guidance Signaling	EGF	CDK7
Axonal Guidance Signaling	EGF	CDK8
Axonal Guidance Signaling	EGF	MAP3K8
Axonal Guidance Signaling	EGF	CSNK1A1
Axonal Guidance Signaling	EGF	CSNK1D
Axonal Guidance Signaling	EGF	DAPK1
Axonal Guidance Signaling	EGF	DMPK
Axonal Guidance Signaling	EGF	DYRK1A
Axonal Guidance Signaling	EGF	HIPK1
Axonal Guidance Signaling	EGF	AKT2
Axonal Guidance Signaling	EGF	GRK4
Axonal Guidance Signaling	EGF	GRK5
Axonal Guidance Signaling	EGF	GRK6
Axonal Guidance Signaling	EGF	IRAK1
Axonal Guidance Signaling	EGF	ARAF
Axonal Guidance Signaling	EGF	LIMK1
Axonal Guidance Signaling	EGF	LIMK2
Axonal Guidance Signaling	EGF	MAK
Axonal Guidance Signaling	EGF	MAP3K9
Axonal Guidance Signaling	EGF	NEK2
Axonal Guidance Signaling	EGF	PAK1
Axonal Guidance Signaling	EGF	PAK2
Axonal Guidance Signaling	EGF	PAK3
Axonal Guidance Signaling	EGF	PCTK3
Axonal Guidance Signaling	EGF	PIM1
Axonal Guidance Signaling	EGF	PLK1
Axonal Guidance Signaling	EGF	PRKAA1
Axonal Guidance Signaling	EGF	PRKAA2
Axonal Guidance Signaling	EGF	PRKCD
Axonal Guidance Signaling	EGF	PRKCE
Axonal Guidance Signaling	EGF	PRKCH
Axonal Guidance Signaling	EGF	PKN1
Axonal Guidance Signaling	EGF	PRKCQ
Axonal Guidance Signaling	EGF	MAPK1
Axonal Guidance Signaling	EGF	MAPK3
Axonal Guidance Signaling	EGF	MAPK6
Axonal Guidance Signaling	EGF	MAPK7
Axonal Guidance Signaling	EGF	MAPK8
Axonal Guidance Signaling	EGF	MAPK9
Axonal Guidance Signaling	EGF	MAP2K1
Axonal Guidance Signaling	EGF	MAP2K2
Axonal Guidance Signaling	EGF	MAP2K3
Axonal Guidance Signaling	EGF	MAP2K6
Axonal Guidance Signaling	EGF	EIF2AK2
Axonal Guidance Signaling	EGF	PRKX
Axonal Guidance Signaling	EGF	PAK7
Axonal Guidance Signaling	EGF	MAP2K4
Axonal Guidance Signaling	EGF	SGK1
Axonal Guidance Signaling	EGF	BRAF
Axonal Guidance Signaling	EGF	TTK
Axonal Guidance Signaling	EGF	PRPF4B
Axonal Guidance Signaling	EGF	MAP3K6
Axonal Guidance Signaling	EGF	ACVR2A
Axonal Guidance Signaling	EGF	CDC2
Axonal Guidance Signaling	EPHA2	ARHGEF15
Axonal Guidance Signaling	EPHA2	PIK3R5
Axonal Guidance Signaling	EPHA2	NGEF
Axonal Guidance Signaling	EPHA2	PIK3C2A
Axonal Guidance Signaling	EPHA2	PIK3C2B
Axonal Guidance Signaling	EPHA2	PIK3C2G
Axonal Guidance Signaling	EPHA2	PIK3C3
Axonal Guidance Signaling	EPHA2	PIK3CA
Axonal Guidance Signaling	EPHA2	PIK3CB
Axonal Guidance Signaling	EPHA2	PIK3CD
Axonal Guidance Signaling	EPHA2	PIK3CG
Axonal Guidance Signaling	EPHA2	PIK3R1
Axonal Guidance Signaling	EPHA2	PIK3R2
Axonal Guidance Signaling	EPHA2	PTK2
Axonal Guidance Signaling	EPHA2	PTPN11
Axonal Guidance Signaling	EPHA2	RASA1
Axonal Guidance Signaling	EPHA2	SHC1
Axonal Guidance Signaling	EPHA2	PIK3R3
Axonal Guidance Signaling	EPHA1	ARHGEF15
Axonal Guidance Signaling	EPHA1	PIK3R5
Axonal Guidance Signaling	EPHA1	NGEF
Axonal Guidance Signaling	EPHA1	PIK3C2A
Axonal Guidance Signaling	EPHA1	PIK3C2B
Axonal Guidance Signaling	EPHA1	PIK3C2G
Axonal Guidance Signaling	EPHA1	PIK3C3
Axonal Guidance Signaling	EPHA1	PIK3CA
Axonal Guidance Signaling	EPHA1	PIK3CB
Axonal Guidance Signaling	EPHA1	PIK3CD
Axonal Guidance Signaling	EPHA1	PIK3CG
Axonal Guidance Signaling	EPHA1	PIK3R1
Axonal Guidance Signaling	EPHA1	PIK3R2
Axonal Guidance Signaling	EPHA1	PTK2
Axonal Guidance Signaling	EPHA1	PTPN11
Axonal Guidance Signaling	EPHA1	RASA1
Axonal Guidance Signaling	EPHA1	SHC1
Axonal Guidance Signaling	EPHA1	PIK3R3
Axonal Guidance Signaling	EPHA3	ARHGEF15
Axonal Guidance Signaling	EPHA3	PIK3R5
Axonal Guidance Signaling	EPHA3	NGEF
Axonal Guidance Signaling	EPHA3	PIK3C2A
Axonal Guidance Signaling	EPHA3	PIK3C2B
Axonal Guidance Signaling	EPHA3	PIK3C2G
Axonal Guidance Signaling	EPHA3	PIK3C3
Axonal Guidance Signaling	EPHA3	PIK3CA
Axonal Guidance Signaling	EPHA3	PIK3CB
Axonal Guidance Signaling	EPHA3	PIK3CD
Axonal Guidance Signaling	EPHA3	PIK3CG
Axonal Guidance Signaling	EPHA3	PIK3R1
Axonal Guidance Signaling	EPHA3	PIK3R2
Axonal Guidance Signaling	EPHA3	PTK2
Axonal Guidance Signaling	EPHA3	PTPN11
Axonal Guidance Signaling	EPHA3	RASA1
Axonal Guidance Signaling	EPHA3	SHC1
Axonal Guidance Signaling	EPHA3	PIK3R3
Axonal Guidance Signaling	EPHA4	ARHGEF15
Axonal Guidance Signaling	EPHA4	PIK3R5
Axonal Guidance Signaling	EPHA4	NGEF
Axonal Guidance Signaling	EPHA4	PIK3C2A
Axonal Guidance Signaling	EPHA4	PIK3C2B
Axonal Guidance Signaling	EPHA4	PIK3C2G
Axonal Guidance Signaling	EPHA4	PIK3C3
Axonal Guidance Signaling	EPHA4	PIK3CA
Axonal Guidance Signaling	EPHA4	PIK3CB
Axonal Guidance Signaling	EPHA4	PIK3CD
Axonal Guidance Signaling	EPHA4	PIK3CG
Axonal Guidance Signaling	EPHA4	PIK3R1
Axonal Guidance Signaling	EPHA4	PIK3R2
Axonal Guidance Signaling	EPHA4	PTK2
Axonal Guidance Signaling	EPHA4	PTPN11
Axonal Guidance Signaling	EPHA4	RASA1
Axonal Guidance Signaling	EPHA4	SHC1
Axonal Guidance Signaling	EPHA4	PIK3R3
Axonal Guidance Signaling	EPHA5	ARHGEF15
Axonal Guidance Signaling	EPHA5	PIK3R5
Axonal Guidance Signaling	EPHA5	NGEF
Axonal Guidance Signaling	EPHA5	PIK3C2A
Axonal Guidance Signaling	EPHA5	PIK3C2B
Axonal Guidance Signaling	EPHA5	PIK3C2G
Axonal Guidance Signaling	EPHA5	PIK3C3
Axonal Guidance Signaling	EPHA5	PIK3CA
Axonal Guidance Signaling	EPHA5	PIK3CB
Axonal Guidance Signaling	EPHA5	PIK3CD
Axonal Guidance Signaling	EPHA5	PIK3CG
Axonal Guidance Signaling	EPHA5	PIK3R1
Axonal Guidance Signaling	EPHA5	PIK3R2
Axonal Guidance Signaling	EPHA5	PTK2
Axonal Guidance Signaling	EPHA5	PTPN11
Axonal Guidance Signaling	EPHA5	RASA1
Axonal Guidance Signaling	EPHA5	SHC1
Axonal Guidance Signaling	EPHA5	PIK3R3
Axonal Guidance Signaling	EPHA7	ARHGEF15
Axonal Guidance Signaling	EPHA7	PIK3R5
Axonal Guidance Signaling	EPHA7	NGEF
Axonal Guidance Signaling	EPHA7	PIK3C2A
Axonal Guidance Signaling	EPHA7	PIK3C2B
Axonal Guidance Signaling	EPHA7	PIK3C2G
Axonal Guidance Signaling	EPHA7	PIK3C3
Axonal Guidance Signaling	EPHA7	PIK3CA
Axonal Guidance Signaling	EPHA7	PIK3CB
Axonal Guidance Signaling	EPHA7	PIK3CD
Axonal Guidance Signaling	EPHA7	PIK3CG
Axonal Guidance Signaling	EPHA7	PIK3R1
Axonal Guidance Signaling	EPHA7	PIK3R2
Axonal Guidance Signaling	EPHA7	PTK2
Axonal Guidance Signaling	EPHA7	PTPN11
Axonal Guidance Signaling	EPHA7	RASA1
Axonal Guidance Signaling	EPHA7	SHC1
Axonal Guidance Signaling	EPHA7	PIK3R3
Axonal Guidance Signaling	EPHA8	ARHGEF15
Axonal Guidance Signaling	EPHA8	PIK3R5
Axonal Guidance Signaling	EPHA8	NGEF
Axonal Guidance Signaling	EPHA8	PIK3C2A
Axonal Guidance Signaling	EPHA8	PIK3C2B
Axonal Guidance Signaling	EPHA8	PIK3C2G
Axonal Guidance Signaling	EPHA8	PIK3C3
Axonal Guidance Signaling	EPHA8	PIK3CA
Axonal Guidance Signaling	EPHA8	PIK3CB
Axonal Guidance Signaling	EPHA8	PIK3CD
Axonal Guidance Signaling	EPHA8	PIK3CG
Axonal Guidance Signaling	EPHA8	PIK3R1
Axonal Guidance Signaling	EPHA8	PIK3R2
Axonal Guidance Signaling	EPHA8	PTK2
Axonal Guidance Signaling	EPHA8	PTPN11
Axonal Guidance Signaling	EPHA8	RASA1
Axonal Guidance Signaling	EPHA8	SHC1
Axonal Guidance Signaling	EPHA8	PIK3R3
Axonal Guidance Signaling	EPHB1	RASA1
Axonal Guidance Signaling	EPHB1	SDC2
Axonal Guidance Signaling	EPHB1	ITSN1
Axonal Guidance Signaling	EPHB1	SHC1
Axonal Guidance Signaling	EPHB1	KALRN
Axonal Guidance Signaling	EPHB2	RASA1
Axonal Guidance Signaling	EPHB2	SDC2
Axonal Guidance Signaling	EPHB2	ITSN1
Axonal Guidance Signaling	EPHB2	SHC1
Axonal Guidance Signaling	EPHB2	KALRN
Axonal Guidance Signaling	HIPK1	PIK3R5
Axonal Guidance Signaling	HIPK1	PIK3C2A
Axonal Guidance Signaling	HIPK1	PIK3C2B
Axonal Guidance Signaling	HIPK1	PIK3C2G
Axonal Guidance Signaling	HIPK1	PIK3C3
Axonal Guidance Signaling	HIPK1	PIK3CA
Axonal Guidance Signaling	HIPK1	PIK3CB
Axonal Guidance Signaling	HIPK1	PIK3CD
Axonal Guidance Signaling	HIPK1	PIK3CG
Axonal Guidance Signaling	HIPK1	PIK3R1
Axonal Guidance Signaling	HIPK1	PIK3R2
Axonal Guidance Signaling	HIPK1	SHC1
Axonal Guidance Signaling	HIPK1	PIK3R3
Axonal Guidance Signaling	EPHB3	RASA1
Axonal Guidance Signaling	EPHB3	SDC2
Axonal Guidance Signaling	EPHB3	ITSN1
Axonal Guidance Signaling	EPHB3	SHC1
Axonal Guidance Signaling	EPHB3	KALRN
Axonal Guidance Signaling	EPHB4	RASA1
Axonal Guidance Signaling	EPHB4	SDC2
Axonal Guidance Signaling	EPHB4	ITSN1
Axonal Guidance Signaling	EPHB4	SHC1
Axonal Guidance Signaling	EPHB4	KALRN
Axonal Guidance Signaling	EPHB6	RASA1
Axonal Guidance Signaling	EPHB6	SDC2
Axonal Guidance Signaling	EPHB6	ITSN1
Axonal Guidance Signaling	EPHB6	SHC1
Axonal Guidance Signaling	EPHB6	KALRN
Axonal Guidance Signaling	AKT1	ITGA1
Axonal Guidance Signaling	AKT1	ITGA2
Axonal Guidance Signaling	AKT1	ITGA3
Axonal Guidance Signaling	AKT1	ITGB1
Axonal Guidance Signaling	AKT1	ITGB2
Axonal Guidance Signaling	AKT2	PIK3R5
Axonal Guidance Signaling	AKT2	ITGA1
Axonal Guidance Signaling	AKT2	ITGA2
Axonal Guidance Signaling	AKT2	ITGA3
Axonal Guidance Signaling	AKT2	ITGB1
Axonal Guidance Signaling	AKT2	ITGB2
Axonal Guidance Signaling	AKT2	PIK3C2A
Axonal Guidance Signaling	AKT2	PIK3C2B
Axonal Guidance Signaling	AKT2	PIK3C2G
Axonal Guidance Signaling	AKT2	PIK3C3
Axonal Guidance Signaling	AKT2	PIK3CA
Axonal Guidance Signaling	AKT2	PIK3CB
Axonal Guidance Signaling	AKT2	PIK3CD
Axonal Guidance Signaling	AKT2	PIK3CG
Axonal Guidance Signaling	AKT2	PIK3R1
Axonal Guidance Signaling	AKT2	PIK3R2
Axonal Guidance Signaling	AKT2	SHC1
Axonal Guidance Signaling	AKT2	PIK3R3
Axonal Guidance Signaling	FES	DPYSL5
Axonal Guidance Signaling	FIGF	CDK2
Axonal Guidance Signaling	FIGF	CDK4
Axonal Guidance Signaling	FIGF	CDK5
Axonal Guidance Signaling	FIGF	CDK6
Axonal Guidance Signaling	FIGF	CDK7
Axonal Guidance Signaling	FIGF	CDK8
Axonal Guidance Signaling	FIGF	MAP3K8
Axonal Guidance Signaling	FIGF	CSNK1A1
Axonal Guidance Signaling	FIGF	CSNK1D
Axonal Guidance Signaling	FIGF	DAPK1
Axonal Guidance Signaling	FIGF	DMPK
Axonal Guidance Signaling	FIGF	DYRK1A
Axonal Guidance Signaling	FIGF	HIPK1
Axonal Guidance Signaling	FIGF	AKT2
Axonal Guidance Signaling	FIGF	GRK4
Axonal Guidance Signaling	FIGF	GRK5
Axonal Guidance Signaling	FIGF	GRK6
Axonal Guidance Signaling	FIGF	IRAK1
Axonal Guidance Signaling	FIGF	ARAF
Axonal Guidance Signaling	FIGF	LIMK1
Axonal Guidance Signaling	FIGF	LIMK2
Axonal Guidance Signaling	FIGF	MAK
Axonal Guidance Signaling	FIGF	MAP3K9
Axonal Guidance Signaling	FIGF	NEK2
Axonal Guidance Signaling	FIGF	PAK1
Axonal Guidance Signaling	FIGF	PAK2
Axonal Guidance Signaling	FIGF	PAK3
Axonal Guidance Signaling	FIGF	PCTK3
Axonal Guidance Signaling	FIGF	PIM1
Axonal Guidance Signaling	FIGF	PLK1
Axonal Guidance Signaling	FIGF	PRKAA1
Axonal Guidance Signaling	FIGF	PRKAA2
Axonal Guidance Signaling	FIGF	PRKCD
Axonal Guidance Signaling	FIGF	PRKCE
Axonal Guidance Signaling	FIGF	PRKCH
Axonal Guidance Signaling	FIGF	PKN1
Axonal Guidance Signaling	FIGF	PRKCQ
Axonal Guidance Signaling	FIGF	MAPK1
Axonal Guidance Signaling	FIGF	MAPK3
Axonal Guidance Signaling	FIGF	MAPK6
Axonal Guidance Signaling	FIGF	MAPK7
Axonal Guidance Signaling	FIGF	MAPK8
Axonal Guidance Signaling	FIGF	MAPK9
Axonal Guidance Signaling	FIGF	MAP2K1
Axonal Guidance Signaling	FIGF	MAP2K2
Axonal Guidance Signaling	FIGF	MAP2K3
Axonal Guidance Signaling	FIGF	MAP2K6
Axonal Guidance Signaling	FIGF	EIF2AK2
Axonal Guidance Signaling	FIGF	PRKX
Axonal Guidance Signaling	FIGF	PAK7
Axonal Guidance Signaling	FIGF	MAP2K4
Axonal Guidance Signaling	FIGF	SGK1
Axonal Guidance Signaling	FIGF	BRAF
Axonal Guidance Signaling	FIGF	TTK
Axonal Guidance Signaling	FIGF	PRPF4B
Axonal Guidance Signaling	FIGF	MAP3K6
Axonal Guidance Signaling	FIGF	ACVR2A
Axonal Guidance Signaling	FIGF	CDC2
Axonal Guidance Signaling	ARHGEF15	RHOA
Axonal Guidance Signaling	ARHGEF12	RHOA
Axonal Guidance Signaling	PIK3R5	AKT3
Axonal Guidance Signaling	PIK3R5	AKT1
Axonal Guidance Signaling	PIK3R5	AKT2
Axonal Guidance Signaling	PLXNB2	ARHGEF12
Axonal Guidance Signaling	PLXNB2	RND1
Axonal Guidance Signaling	PLXNB2	ARHGEF11
Axonal Guidance Signaling	ADAM2	DCC
Axonal Guidance Signaling	FYN	CDK5
Axonal Guidance Signaling	NGEF	RHOA
Axonal Guidance Signaling	NGEF	RAC1
Axonal Guidance Signaling	NGEF	RAC2
